,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-04-27,1558.4194141417238,1534.5398420411782,1579.3127158725238,1558.4194141417238,1558.4194141417238,-0.005258518854545497,-0.005258518854545497,-0.005258518854545497,-0.005258518854545497,-0.005258518854545497,-0.005258518854545497,0.0,0.0,0.0,1558.4141556228692
1,2021-04-28,1559.4351580702207,1538.4697870537016,1584.962466845945,1559.4351580702207,1559.4351580702207,1.7718022753846838,1.7718022753846838,1.7718022753846838,1.7718022753846838,1.7718022753846838,1.7718022753846838,0.0,0.0,0.0,1561.2069603456055
2,2021-04-29,1560.4509019987177,1539.398785334284,1584.0401671310926,1560.4509019987177,1560.4509019987177,2.7201524261927243,2.7201524261927243,2.7201524261927243,2.7201524261927243,2.7201524261927243,2.7201524261927243,0.0,0.0,0.0,1563.1710544249104
3,2021-04-30,1561.4666459272146,1538.7832767041245,1583.380950160264,1561.4666459272146,1561.4666459272146,0.8627977750235497,0.8627977750235497,0.8627977750235497,0.8627977750235497,0.8627977750235497,0.8627977750235497,0.0,0.0,0.0,1562.3294437022382
4,2021-05-05,1566.545365569699,1546.5197080761782,1592.1126192520742,1566.545365569699,1566.545365569699,1.7718022753813158,1.7718022753813158,1.7718022753813158,1.7718022753813158,1.7718022753813158,1.7718022753813158,0.0,0.0,0.0,1568.3171678450803
5,2021-05-06,1567.561109498196,1547.8364354698174,1590.6567980021794,1567.561109498196,1567.561109498196,2.7201524261945185,2.7201524261945185,2.7201524261945185,2.7201524261945185,2.7201524261945185,2.7201524261945185,0.0,0.0,0.0,1570.2812619243905
6,2021-05-07,1568.5768534266929,1546.9602890106341,1592.3023941820934,1568.5768534266929,1568.5768534266929,0.8627977750255464,0.8627977750255464,0.8627977750255464,0.8627977750255464,0.8627977750255464,0.8627977750255464,0.0,0.0,0.0,1569.4396512017183
7,2021-05-10,1571.6240852121837,1546.122157526295,1590.8572026910952,1571.6240852121837,1571.6240852121837,-2.2795305251844895,-2.2795305251844895,-2.2795305251844895,-2.2795305251844895,-2.2795305251844895,-2.2795305251844895,0.0,0.0,0.0,1569.3445546869991
8,2021-05-11,1572.6398291406804,1552.3034050614567,1595.078089726641,1572.6398291406804,1572.6398291406804,-0.005258518848750145,-0.005258518848750145,-0.005258518848750145,-0.005258518848750145,-0.005258518848750145,-0.005258518848750145,0.0,0.0,0.0,1572.6345706218317
9,2021-05-12,1573.6555732472102,1553.948899339602,1596.8759027580033,1573.6555732472102,1573.6555732472102,1.7718022753807385,1.7718022753807385,1.7718022753807385,1.7718022753807385,1.7718022753807385,1.7718022753807385,0.0,0.0,0.0,1575.4273755225909
10,2021-05-13,1574.6713173537398,1553.4756920898096,1599.3370655229655,1574.6713173537398,1574.6713173537398,2.720152426193138,2.720152426193138,2.720152426193138,2.720152426193138,2.720152426193138,2.720152426193138,0.0,0.0,0.0,1577.391469779933
11,2021-05-14,1575.68706146027,1554.3819426572945,1598.7927059557815,1575.68706146027,1575.68706146027,0.8627977750213973,0.8627977750213973,0.8627977750213973,0.8627977750213973,0.8627977750213973,0.8627977750213973,0.0,0.0,0.0,1576.5498592352913
12,2021-05-17,1578.7342937798592,1555.2192424748612,1599.7024052987338,1578.7342937798592,1578.7342937798592,-2.279530525184209,-2.279530525184209,-2.279530525184209,-2.279530525184209,-2.279530525184209,-2.279530525184209,0.0,0.0,0.0,1576.454763254675
13,2021-05-18,1579.7500378863888,1557.4471949638908,1602.1106386255274,1579.7500378863888,1579.7500378863888,-0.005258518849048313,-0.005258518849048313,-0.005258518849048313,-0.005258518849048313,-0.005258518849048313,-0.005258518849048313,0.0,0.0,0.0,1579.7447793675396
14,2021-05-19,1580.7657819929186,1558.6106203134725,1604.9570041100533,1580.7657819929186,1580.7657819929186,1.77180227538281,1.77180227538281,1.77180227538281,1.77180227538281,1.77180227538281,1.77180227538281,0.0,0.0,0.0,1582.5375842683013
15,2021-05-20,1581.7815260994485,1560.9989369251532,1606.8705857268133,1581.7815260994485,1581.7815260994485,2.7201524261917562,2.7201524261917562,2.7201524261917562,2.7201524261917562,2.7201524261917562,2.7201524261917562,0.0,0.0,0.0,1584.5016785256403
16,2021-05-21,1582.7977378791522,1561.3671225756423,1606.532387012088,1582.7977378791522,1582.7977378791522,0.8627977750301008,0.8627977750301008,0.8627977750301008,0.8627977750301008,0.8627977750301008,0.8627977750301008,0.0,0.0,0.0,1583.6605356541822
17,2021-05-24,1585.8463732182631,1559.2352993025306,1605.1262307282002,1585.8463732182631,1585.8463732182631,-2.2795305251834663,-2.2795305251834663,-2.2795305251834663,-2.2795305251834663,-2.2795305251834663,-2.2795305251834663,0.0,0.0,0.0,1583.5668426930797
18,2021-05-25,1586.862584997967,1565.6543796379108,1609.73482765278,1586.862584997967,1586.862584997967,-0.005258518846150729,-0.005258518846150729,-0.005258518846150729,-0.005258518846150729,-0.005258518846150729,-0.005258518846150729,0.0,0.0,0.0,1586.8573264791207
19,2021-05-27,1588.8950085573745,1569.4566142204694,1615.628802877449,1588.8950085573745,1588.8950085573745,2.720152426190375,2.720152426190375,2.720152426190375,2.720152426190375,2.720152426190375,2.720152426190375,0.0,0.0,0.0,1591.615160983565
20,2021-05-28,1589.911220337078,1567.9653026459514,1613.5837818745476,1589.911220337078,1589.911220337078,0.862797775025952,0.862797775025952,0.862797775025952,0.862797775025952,0.862797775025952,0.862797775025952,0.0,0.0,0.0,1590.774018112104
